Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,Tone,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
1,UK_FM_UHF_Rpt,LEAMINGTON SPA,MIDL-AnaRp,GB3MW ,,433.2500,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,52.3,-1.5,0:00
1,UK_FM_UHF_Rpt,LEASOWE,NOR-AnaRp,GB3MC ,,439.3375,DUP-,9.0000,FM,TSQL,110.9Hz,YES,Approximate,53.4,-3.1,0:00
1,UK_FM_UHF_Rpt,LEICESTER,MIDL-AnaRp,GB3LN ,,430.9250,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,52.6,-1.2,0:00
1,UK_FM_UHF_Rpt,LEIGH,NOR-AnaRp,GB7HN  B,,430.8750,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.5,-2.5,0:00
1,UK_FM_UHF_Rpt,LEOMINISTER,WM-AnaRp,GB3JM ,,430.8750,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,52.3,-2.7,0:00
1,UK_FM_UHF_Rpt,LINCOLN,MIDL-AnaRp,GB3LS ,,433.0500,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.2,-0.5,0:00
1,UK_FM_UHF_Rpt,LINLITHGOW,SCOT-DsRp,GB3OH ,GB3OH ,430.9500,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,56.0,-3.6,0:00
1,UK_FM_UHF_Rpt,LISKEARD,SW-AnaRp,GB3CH ,,430.8750,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,50.5,-4.4,0:00
1,UK_FM_UHF_Rpt,LIVERPOOL,NOR-AnaRp,GB3LI ,,433.2500,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.5,-3.0,0:00
1,UK_FM_UHF_Rpt,LLANDUDNO,WM-AnaRp,GB3OR ,,430.8375,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,53.3,-3.9,0:00
1,UK_FM_UHF_Rpt,LLANFAIR CAEREIN,WM-AnaRp,GB3MD ,,430.9625,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,52.6,-3.5,0:00
1,UK_FM_UHF_Rpt,LLANGOLLEN,WM-AnaRp,GB3LL ,,433.0000,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,53.0,-3.1,0:00
1,UK_FM_UHF_Rpt,LOCHMADDY,SCOT-DsRp,GB7EI  B,GB7EI  G,430.8500,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,57.6,-7.3,0:00
1,UK_FM_UHF_Rpt,LONGBRIDGE,MIDL-AnaRp,GB3WM ,,433.0500,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,52.4,-2.0,0:00
1,UK_FM_UHF_Rpt,LOUTH,MIDL-AnaRp,GB3LC ,,430.9375,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.3,-0.1,0:00
1,UK_FM_UHF_Rpt,LOWESTOFT,SE-AnaRp,GB3YL ,,433.3500,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.5,1.7,0:00
1,UK_FM_UHF_Rpt,LUDLOW,WM-AnaRp,GB3VN ,,430.9250,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,52.4,-2.6,0:00
1,UK_FM_UHF_Rpt,LUDLOW,WM-AnaRp,GB3HN ,,433.0250,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,52.4,-2.6,0:00
1,UK_FM_UHF_Rpt,LUTON,MIDL-AnaRp,GB3LT ,,433.2500,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,51.9,-0.5,0:00
1,UK_FM_UHF_Rpt,MAGHERAFELT,NI-AnaRp,GB3MT ,,430.9000,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,54.8,-6.6,0:00
1,UK_FM_UHF_Rpt,MAIDSTONE,SE-AnaRp,GB3RE ,,433.2750,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,51.3,0.6,0:00
1,UK_FM_UHF_Rpt,MALTBY,NOR-AnaRp,GB3DV ,,433.0250,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.4,-1.2,0:00
1,UK_FM_UHF_Rpt,MANSFIELD,MIDL-AnaRp,GB3EE ,,433.3000,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.2,-1.2,0:00
1,UK_FM_UHF_Rpt,MANSFIELD,MIDL-AnaRp,GB3JR ,,430.9750,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.1,-1.4,0:00
1,UK_FM_UHF_Rpt,MARGATE,SE-AnaRp,GB3EK ,,430.8875,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,51.4,1.4,0:00
1,UK_FM_UHF_Rpt,MARKFIELD,MIDL-AnaRp,GB3LE ,,433.1000,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,52.7,-1.3,0:00
1,UK_FM_UHF_Rpt,MILTON KEYNES,SW-AnaRp,GB3MK ,,433.0000,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,52.0,-0.8,0:00
1,UK_FM_UHF_Rpt,MONIFIETH,SCOT-DsRp,GB7DM  B,GB7DM  G,439.7500,DUP-,9.0000,FM,TSQL,1.0Hz,YES,Approximate,56.5,-2.8,0:00
1,UK_FM_UHF_Rpt,NEWBURY,SW-AnaRp,GB7NT  B,,430.9250,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,51.4,-1.3,0:00
1,UK_FM_UHF_Rpt,NEWBURY,SW-AnaRp,GB3AW ,,433.2500,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,51.3,-1.4,0:00
1,UK_FM_UHF_Rpt,NEWCASTLE UPON T,NOR-AnaRp,GB3NT ,,433.0000,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,54.9,-1.6,0:00
1,UK_FM_UHF_Rpt,NEWHAVEN,SE-AnaRp,GB3LR ,,430.8625,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,50.8,0.1,0:00
1,UK_FM_UHF_Rpt,NEWTOWN POWYS,WM-AnaRp,GB3CW ,,433.1000,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,52.5,-3.4,0:00
1,UK_FM_UHF_Rpt,NORTH LONDON,SE-AnaRp,GB3LV ,,433.0500,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.7,-0.1,0:00
1,UK_FM_UHF_Rpt,NORTHAMPTON,MIDL-AnaRp,GB3NH ,,430.9500,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.2,-0.9,0:00
1,UK_FM_UHF_Rpt,NORTHWICH,NOR-AnaRp,GB7SJ  B,,433.1750,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,53.2,-2.5,0:00
1,UK_FM_UHF_Rpt,NORWICH,SE-AnaRp,GB3NR ,,433.0000,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.6,1.3,0:00
1,UK_FM_UHF_Rpt,NOTTINGHAM,MIDL-AnaRp,GB3NM ,,433.1750,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.0,-1.1,0:00
1,UK_FM_UHF_Rpt,NOTTINGHAM,MIDL-DsRp,GB3NU ,GB3NU ,439.3250,DUP-,9.0000,FM,TSQL,71.9Hz,YES,Approximate,53.0,-1.1,0:00
1,UK_FM_UHF_Rpt,NOTTINGHAM,MIDL-AnaRp,GB7FU  B,,430.8875,DUP+,7.6000,FM,TSQL,0.0Hz,YES,Approximate,53.0,-1.2,0:00
1,UK_FM_UHF_Rpt,OMAGH,NI-AnaRp,GB3OM ,,430.9500,DUP+,7.6000,FM,TSQL,1.0Hz,YES,Approximate,54.7,-7.2,0:00
1,UK_FM_UHF_Rpt,OTLEY,NOR-AnaRp,GB3WF ,,433.3500,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.9,-1.7,0:00
1,UK_FM_UHF_Rpt,PEEL,NOR-AnaRp,GB3IM ,,430.8750,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,54.2,-4.7,0:00
1,UK_FM_UHF_Rpt,PEMBROKE,WM-AnaRp,GB3SP ,,433.1000,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,51.7,-4.8,0:00
1,UK_FM_UHF_Rpt,PERTH,SCOT-AnaRp,GB3PU ,,433.0000,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,56.4,-3.5,0:00
1,UK_FM_UHF_Rpt,POLPERRO,SW-AnaRp,GB3DQ ,,430.9750,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,50.3,-4.5,0:00
1,UK_FM_UHF_Rpt,POOLE,SW-AnaRp,GB7SZ  B,,430.9375,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,50.7,-1.9,0:00
1,UK_FM_UHF_Rpt,PORT TALBOT,WM-AnaRp,GB3WG ,,430.8750,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,51.6,-3.8,0:00
1,UK_FM_UHF_Rpt,PRESCOT,NOR-AnaRp,GB3PT ,,430.8625,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,53.5,-2.9,0:00
1,UK_FM_UHF_Rpt,PRESTON,NOR-AnaRp,GB3PN ,,430.9500,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.8,-2.7,0:00
1,UK_FM_UHF_Rpt,PRESTON,NOR-AnaRp,GB3PP ,,433.3750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.7,-2.6,0:00
1,UK_FM_UHF_Rpt,RAMSEY  IOM,NOR-AnaRp,GB3IM ,,430.8250,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,54.4,-4.4,0:00
1,UK_FM_UHF_Rpt,READING,SW-AnaRp,GB3RU ,,433.2750,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,51.5,-1.0,0:00
1,UK_FM_UHF_Rpt,ROCHE,SW-AnaRp,GB3HB ,,433.3750,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,50.4,-4.8,0:00
1,UK_FM_UHF_Rpt,RUGBY,MIDL-AnaRp,GB3ME ,,433.1500,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,52.4,-1.2,0:00
1,UK_FM_UHF_Rpt,RYE,SE-AnaRp,GB7RY  B,,430.9500,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,51.0,0.6,0:00
1,UK_FM_UHF_Rpt,SHEFFIELD,NOR-AnaRp,GB7SH  B,,430.9625,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.4,-1.4,0:00
1,UK_FM_UHF_Rpt,SHEFFIELD,NOR-AnaRp,GB3US ,,433.0000,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,53.3,-1.5,0:00
1,UK_FM_UHF_Rpt,SHEFFIELD,NOR-AnaRp,GB3PM ,,430.9000,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.4,-1.6,0:00
1,UK_FM_UHF_Rpt,SHEFFIELD,NOR-AnaRp,GB3AB ,,433.3750,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.4,-1.5,0:00
1,UK_FM_UHF_Rpt,SHIPLEY,NOR-AnaRp,GB3XL ,,430.8875,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.8,-1.8,0:00
1,UK_FM_UHF_Rpt,SHREWSBURY,WM-AnaRp,GB3LH ,,433.3750,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,52.7,-2.8,0:00
1,UK_FM_UHF_Rpt,SILVERTON,SW-AnaRp,GB3EX ,,430.9500,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,50.8,-3.5,0:00
1,UK_FM_UHF_Rpt,SKEGNESS,MIDL-AnaRp,GB3SR ,,430.9125,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.1,0.2,0:00
1,UK_FM_UHF_Rpt,SOUTH NUTFIELD,SE-AnaRp,GB3IP ,,430.9750,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,51.2,-0.2,0:00
1,UK_FM_UHF_Rpt,SOUTHAMPTON,SW-AnaRp,GB3SU ,,433.2000,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,50.9,-1.3,0:00
1,UK_FM_UHF_Rpt,ST HELIER,SW-AnaRp,GB7GJ  B,,430.9000,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,49.2,-2.1,0:00
1,UK_FM_UHF_Rpt,ST MONANS,SCOT-DsRp,GB7SM  B,GB7SM  G,439.5875,DUP-,9.0000,FM,TSQL,1.0Hz,YES,Approximate,56.2,-2.8,0:00
1,UK_FM_UHF_Rpt,ST NEOTS,MIDL-AnaRp,GB3OV ,,433.1250,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.3,-0.2,0:00
1,UK_FM_UHF_Rpt,STAFFORD,MIDL-AnaRp,GB3ZI ,,430.9750,DUP+,7.6000,FM,TSQL,103.5Hz,YES,Approximate,52.8,-2.1,0:00
1,UK_FM_UHF_Rpt,STAINES UPON THA,SE-DsRp,GB3ML ,GB3ML ,430.9125,DUP+,7.6000,FM,TSQL,3.0Hz,YES,Approximate,51.4,-0.5,0:00
1,UK_FM_UHF_Rpt,STIRLING,SCOT-AnaRp,GB3FV ,,430.8125,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,56.1,-3.9,0:00
1,UK_FM_UHF_Rpt,STOCKPORT,NOR-AnaRp,GB3MR ,,433.3500,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,53.3,-2.0,0:00
1,UK_FM_UHF_Rpt,STOKE ON TRENT,MIDL-AnaRp,GB3ST ,,433.2250,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,53.0,-2.1,0:00
1,UK_FM_UHF_Rpt,STOKE ON TRENT,MIDL-AnaRp,GB3SM ,,433.3250,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,53.0,-1.9,0:00
1,UK_FM_UHF_Rpt,STOURBRIDGE,MIDL-AnaRp,GB3KC ,,430.9000,DUP+,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.4,-2.1,0:00
1,UK_FM_UHF_Rpt,STOURPORT ON SEV,WM-AnaRp,GB3KR ,,430.8125,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,52.3,-2.3,0:00
1,UK_FM_UHF_Rpt,STROUD,SW-AnaRp,GB3SG ,,430.9125,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,51.7,-2.2,0:00
1,UK_FM_UHF_Rpt,SUNDERLAND,NOR-AnaRp,GB3TS ,,433.1750,DUP+,1.6000,FM,TSQL,118.8Hz,YES,Approximate,54.9,-1.4,0:00
1,UK_FM_UHF_Rpt,SUTTON COLDFIELD,MIDL-AnaRp,GB3GB ,,439.3375,DUP-,9.0000,FM,TSQL,67.0Hz,YES,Approximate,52.5,-1.8,0:00
1,UK_FM_UHF_Rpt,SWINDON,SW-AnaRp,GB3TD ,,438.3875,DUP-,7.6000,FM,TSQL,118.8Hz,YES,Approximate,51.5,-1.7,0:00
1,UK_FM_UHF_Rpt,TAMWORTH,MIDL-AnaRp,GB3TH ,,433.3750,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,52.6,-1.7,0:00
1,UK_FM_UHF_Rpt,TAUNTON,SW-AnaRp,GB3VS ,,433.0750,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,51.0,-3.1,0:00
1,UK_FM_UHF_Rpt,TELFORD,WM-AnaRp,GB3TF ,,433.2000,DUP+,1.6000,FM,TSQL,103.5Hz,YES,Approximate,52.7,-2.5,0:00
1,UK_FM_UHF_Rpt,TORQUAY,SW-AnaRp,GB7TQ  B,,430.8875,DUP+,7.6000,FM,TSQL,94.8Hz,YES,Approximate,50.5,-3.5,0:00
1,UK_FM_UHF_Rpt,TOWCESTER,MIDL-AnaRp,GB3NP ,,430.8875,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,52.2,-1.0,0:00
1,UK_FM_UHF_Rpt,TRING HERTS,SW-AnaRp,GB3TU ,,433.2250,DUP+,1.6000,FM,TSQL,77.0Hz,YES,Approximate,51.8,-0.7,0:00
1,UK_FM_UHF_Rpt,VENTNOR,SW-AnaRp,GB3IW ,,433.2250,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,50.6,-1.2,0:00
1,UK_FM_UHF_Rpt,WAKEFIELD,NOR-AnaRp,GB3BW ,,430.8125,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.6,-1.4,0:00
1,UK_FM_UHF_Rpt,WASHINGTON,NOR-DsRp,GB7GW  B,GB7GW  G,430.8125,DUP+,7.6000,FM,TSQL,10.0Hz,YES,Approximate,54.9,-1.5,0:00
1,UK_FM_UHF_Rpt,WELLS NORFOLK,SE-AnaRp,GB3NN ,,433.0500,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.9,0.8,0:00
1,UK_FM_UHF_Rpt,WELWYN GARDEN CI,SE-AnaRp,GB3VH ,,433.3250,DUP+,1.6000,FM,TSQL,82.5Hz,YES,Approximate,51.8,-0.2,0:00
1,UK_FM_UHF_Rpt,WESTON-SUPER-MAR,SW-AnaRp,GB3WB ,,433.3000,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,51.3,-3.0,0:00
1,UK_FM_UHF_Rpt,WEYMOUTH,SW-AnaRp,GB3SD ,,433.3500,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,50.7,-2.5,0:00
1,UK_FM_UHF_Rpt,WEYMOUTH,SW-AnaRp,GB3PD ,,430.8500,DUP+,7.6000,FM,TSQL,0.0Hz,YES,Approximate,50.6,-2.4,0:00
1,UK_FM_UHF_Rpt,WHITEHAVEN,NOR-AnaRp,GB3WQ ,,430.8875,DUP+,7.6000,FM,TSQL,77.0Hz,YES,Approximate,54.5,-3.6,0:00
1,UK_FM_UHF_Rpt,WICKHAMBROOK,SE-AnaRp,GB3EZ ,,430.9750,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,52.2,0.5,0:00
1,UK_FM_UHF_Rpt,WIGAN,NOR-AnaRp,GB3EG ,,430.9125,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.6,-2.7,0:00
1,UK_FM_UHF_Rpt,WIGAN,NOR-AnaRp,GB7JL  B,,430.9625,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,53.5,-2.6,0:00
1,UK_FM_UHF_Rpt,WIRKSWORTH,MIDL-AnaRp,GB3DY ,,433.2500,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.1,-1.5,0:00
1,UK_FM_UHF_Rpt,WISBECH,SE-AnaRp,GB3WI ,,433.3750,DUP+,1.6000,FM,TSQL,94.8Hz,YES,Approximate,52.7,0.2,0:00
1,UK_FM_UHF_Rpt,WITHERNSEA,NOR-DsRp,GB3SO ,GB3SO ,433.0000,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.7,0.0,0:00
1,UK_FM_UHF_Rpt,WOLVERHAMPTON,MIDL-AnaRp,GB3WN ,,438.3875,DUP-,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.6,-2.1,0:00
1,UK_FM_UHF_Rpt,WOLVERHAMPTON,MIDL-AnaRp,GB3IC ,,433.1250,DUP+,1.6000,FM,TSQL,67.0Hz,YES,Approximate,52.6,-2.1,0:00
1,UK_FM_UHF_Rpt,WORCESTER,WM-AnaRp,GB3WU ,,430.8250,DUP+,7.6000,FM,TSQL,118.8Hz,YES,Approximate,52.2,-2.2,0:00
1,UK_FM_UHF_Rpt,WORKSOP,MIDL-AnaRp,GB3XN ,,430.9250,DUP+,7.6000,FM,TSQL,71.9Hz,YES,Approximate,53.4,-1.1,0:00
1,UK_FM_UHF_Rpt,WORKSOP,MIDL-AnaRp,GB3DS ,,433.3250,DUP+,1.6000,FM,TSQL,71.9Hz,YES,Approximate,53.3,-1.1,0:00
1,UK_FM_UHF_Rpt,WORTHING,SE-AnaRp,GB3WO ,,430.9750,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,50.8,-0.4,0:00
1,UK_FM_UHF_Rpt,WREXHAM,WM-AnaRp,GB3UO ,,430.9500,DUP+,7.6000,FM,TSQL,110.9Hz,YES,Approximate,53.0,-3.1,0:00
1,UK_FM_UHF_Rpt,WREXHAM,WM-AnaRp,GB7WH  B,,439.3750,DUP-,9.0000,FM,TSQL,110.9Hz,YES,Approximate,53.1,-3.0,0:00
1,UK_FM_UHF_Rpt,WYMONDHAM,SE-AnaRp,GB3VW ,,430.8125,DUP+,7.6000,FM,TSQL,82.5Hz,YES,Approximate,52.6,1.1,0:00
1,UK_FM_UHF_Rpt,WYTHALL,MIDL-DsRp,GB3WL ,GB3WL ,430.9500,DUP+,7.6000,FM,TSQL,67.0Hz,YES,Approximate,52.4,-1.9,0:00
1,UK_FM_UHF_Rpt,YORK,NOR-AnaRp,GB3CY ,,430.8625,DUP+,7.6000,FM,TSQL,88.5Hz,YES,Approximate,53.9,-1.2,0:00
